swb,gender,age,country
5,2,42,Brazil
5,1,45,Brazil
3,1,60,Brazil
0,1,38,Brazil
8,1,45,Brazil
5,2,55,Brazil
10,2,37,Brazil
9,1,81,Brazil
6,2,68,Brazil
4,2,54,Brazil
7,2,32,Brazil
3,1,42,Brazil
5,1,23,Brazil
7,2,18,Brazil
6,1,19,Brazil
7,2,43,Brazil
5,1,18,Brazil
7,2,50,Brazil
5,2,41,Brazil
7,1,29,Brazil
7,1,52,Brazil
10,2,28,Brazil
5,1,32,Brazil
6,2,39,Brazil
10,1,50,Brazil
9,1,53,Brazil
10,2,29,Brazil
1,1,68,Brazil
8,2,49,Brazil
7,1,53,Brazil
2,1,53,Brazil
3,1,31,Brazil
2,2,56,Brazil
8,2,36,Brazil
10,1,55,Brazil
5,2,26,Brazil
7,2,44,Brazil
10,2,76,Brazil
9,1,18,Brazil
10,2,67,Brazil
4,2,23,Brazil
6,1,51,Brazil
8,1,57,Brazil
7,2,21,Brazil
10,2,37,Brazil
5,1,25,Brazil
6,2,56,Brazil
3,2,68,Brazil
7,2,49,Brazil
6,1,26,Brazil
5,1,35,Brazil
3,2,24,Brazil
8,1,40,Brazil
7,1,21,Brazil
5,1,41,Brazil
10,1,20,Brazil
0,2,22,Brazil
3,1,38,Brazil
10,2,83,Brazil
5,2,30,Brazil
5,2,65,Brazil
10,2,46,Brazil
8,1,35,Brazil
6,2,20,Brazil
5,2,26,Brazil
5,1,45,Brazil
10,2,44,Brazil
6,2,25,Brazil
8,2,59,Brazil
3,2,21,Brazil
5,1,45,Brazil
10,2,22,Brazil
5,1,30,Brazil
3,2,27,Brazil
8,2,56,Brazil
10,2,43,Brazil
5,1,65,Brazil
10,2,36,Brazil
6,1,20,Brazil
7,2,29,Brazil
2,2,52,Brazil
6,2,24,Brazil
4,1,64,Brazil
7,1,32,Brazil
10,2,55,Brazil
8,1,23,Brazil
8,2,26,Brazil
0,1,30,Brazil
8,2,48,Brazil
6,1,24,Brazil
6,1,25,Brazil
4,2,22,Brazil
10,2,48,Brazil
9,2,22,Brazil
6,2,57,Brazil
3,1,59,Brazil
5,2,46,Brazil
5,1,19,Brazil
10,2,60,Brazil
10,1,59,Brazil
5,2,62,Brazil
6,1,45,Brazil
6,2,62,Brazil
6,1,20,Brazil
8,1,23,Brazil
6,2,60,Brazil
7,2,60,Brazil
2,2,69,Brazil
6,2,23,Brazil
10,2,45,Brazil
5,2,71,Brazil
5,1,76,Brazil
6,2,25,Brazil
6,2,54,Brazil
8,2,65,Brazil
0,1,50,Brazil
4,2,42,Brazil
5,2,20,Brazil
9,2,66,Brazil
10,2,55,Brazil
3,1,43,Brazil
8,2,24,Brazil
10,2,35,Brazil
8,2,71,Brazil
6,2,52,Brazil
10,2,65,Brazil
6,2,40,Brazil
3,2,52,Brazil
7,1,20,Brazil
8,1,56,Brazil
8,2,33,Brazil
7,1,33,Brazil
6,2,22,Brazil
6,1,18,Brazil
6,1,21,Brazil
3,2,31,Brazil
7,2,34,Brazil
6,2,36,Brazil
5,2,45,Brazil
5,1,29,Brazil
5,2,43,Brazil
4,2,25,Brazil
0,2,24,Brazil
6,2,45,Brazil
7,1,23,Brazil
5,2,55,Brazil
6,1,64,Brazil
1,2,47,Brazil
7,2,47,Brazil
5,1,29,Brazil
10,1,29,Brazil
5,1,21,Brazil
6,2,28,Brazil
8,2,23,Brazil
3,1,20,Brazil
4,2,48,Brazil
7,2,45,Brazil
3,2,50,Brazil
5,2,37,Brazil
5,2,73,Brazil
10,1,38,Brazil
3,2,38,Brazil
5,1,20,Brazil
9,2,27,Brazil
4,1,35,Brazil
6,1,58,Brazil
8,2,30,Brazil
2,1,62,Brazil
6,2,51,Brazil
8,2,65,Brazil
10,2,23,Brazil
3,1,29,Brazil
5,2,37,Brazil
2,2,33,Brazil
3,2,26,Brazil
0,2,28,Brazil
8,2,36,Brazil
8,2,39,Brazil
8,2,57,Brazil
5,2,44,Brazil
5,1,44,Brazil
5,2,25,Brazil
6,2,23,Brazil
3,1,59,Brazil
5,1,24,Brazil
4,1,28,Brazil
8,2,43,Brazil
6,2,49,Brazil
5,2,27,Brazil
10,1,78,Brazil
3,2,25,Brazil
8,2,21,Brazil
10,2,33,Brazil
4,1,63,Brazil
5,2,65,Brazil
5,2,24,Brazil
4,1,22,Brazil
5,2,55,Brazil
8,2,18,Brazil
8,1,73,Brazil
8,2,51,Brazil
6,1,44,Brazil
7,1,38,Brazil
6,1,26,Brazil
7,2,21,Brazil
5,1,51,Brazil
3,1,43,Brazil
5,1,18,Brazil
9,2,44,Brazil
7,1,33,Brazil
0,1,23,Brazil
6,1,19,Brazil
5,2,39,Brazil
8,2,58,Brazil
1,1,78,Brazil
6,2,23,Brazil
8,2,38,Brazil
3,1,28,Brazil
10,1,28,Brazil
4,1,74,Brazil
9,2,39,Brazil
7,2,30,Brazil
10,2,42,Brazil
7,2,24,Brazil
8,1,64,Brazil
6,1,64,Brazil
6,2,35,Brazil
5,1,18,Brazil
8,2,53,Brazil
5,1,40,Brazil
10,2,19,Brazil
8,2,29,Brazil
5,1,28,Brazil
10,2,44,Brazil
5,1,18,Brazil
5,2,30,Brazil
7,2,32,Brazil
8,2,39,Brazil
5,1,73,Brazil
6,2,22,Brazil
9,1,19,Brazil
2,2,35,Brazil
10,2,29,Brazil
5,2,51,Brazil
3,1,49,Brazil
6,2,78,Brazil
7,1,29,Brazil
9,2,24,Brazil
4,1,19,Brazil
3,2,27,Brazil
5,2,35,Brazil
5,2,33,Brazil
6,2,59,Brazil
10,2,24,Brazil
3,2,34,Brazil
7,2,49,Brazil
6,2,65,Brazil
5,1,44,Brazil
8,2,22,Brazil
8,2,30,Brazil
2,2,49,Brazil
10,2,19,Brazil
7,2,58,Brazil
7,1,32,Brazil
8,1,84,Brazil
10,2,22,Brazil
8,1,53,Brazil
1,1,27,Brazil
4,2,58,Brazil
10,2,25,Brazil
7,1,31,Brazil
10,2,27,Brazil
7,2,48,Brazil
5,1,34,Brazil
8,2,33,Brazil
5,1,24,Brazil
7,1,26,Brazil
7,1,20,Brazil
6,2,19,Brazil
5,1,28,Brazil
10,2,38,Brazil
8,1,24,Brazil
8,2,51,Brazil
8,2,41,Brazil
8,1,57,Brazil
5,1,25,Brazil
6,1,19,Brazil
10,1,43,Brazil
8,1,28,Brazil
7,1,65,Brazil
8,1,40,Brazil
3,1,39,Brazil
6,2,21,Brazil
9,1,31,Brazil
8,2,57,Brazil
2,2,42,Brazil
2,2,51,Brazil
5,2,62,Brazil
8,2,70,Brazil
3,1,41,Brazil
8,1,35,Brazil
10,1,56,Brazil
6,2,21,Brazil
5,2,26,Brazil
5,2,73,Brazil
4,1,27,Brazil
6,1,52,Brazil
6,2,56,Brazil
6,2,36,Brazil
8,1,20,Brazil
6,1,32,Brazil
5,2,30,Brazil
8,2,61,Brazil
10,1,38,Brazil
10,1,71,Brazil
3,2,76,Brazil
6,1,24,Brazil
8,2,23,Brazil
10,2,67,Brazil
3,2,25,Brazil
7,1,52,Brazil
5,2,49,Brazil
7,1,50,Brazil
8,2,22,Brazil
6,2,20,Brazil
6,1,46,Brazil
5,2,71,Brazil
5,1,57,Brazil
5,1,38,Brazil
5,2,40,Brazil
5,2,57,Brazil
3,1,49,Brazil
6,2,40,Brazil
7,1,43,Brazil
8,1,59,Brazil
5,2,40,Brazil
5,1,21,Brazil
5,2,41,Brazil
8,2,26,Brazil
5,2,68,Brazil
5,1,19,Brazil
9,2,44,Brazil
5,1,43,Brazil
9,2,22,Brazil
5,2,46,Brazil
7,1,26,Brazil
9,2,30,Brazil
6,2,48,Brazil
3,2,38,Brazil
7,2,34,Brazil
3,1,29,Brazil
5,1,29,Brazil
7,2,43,Brazil
7,2,64,Brazil
8,2,70,Brazil
8,1,56,Brazil
8,2,39,Brazil
10,1,39,Brazil
5,2,29,Brazil
8,1,33,Brazil
6,1,38,Brazil
6,2,33,Brazil
2,2,37,Brazil
6,1,22,Brazil
5,2,35,Brazil
6,1,31,Brazil
5,2,36,Brazil
0,2,70,Brazil
2,2,52,Brazil
7,2,36,Brazil
0,2,51,Brazil
6,1,18,Brazil
6,1,27,Brazil
7,2,40,Brazil
0,2,80,Brazil
7,1,36,Brazil
5,2,55,Brazil
8,1,34,Brazil
4,2,20,Brazil
8,2,50,Brazil
7,2,51,Brazil
5,1,37,Brazil
0,2,65,Brazil
2,2,80,Brazil
4,1,18,Brazil
8,2,35,Brazil
6,2,36,Brazil
7,1,21,Brazil
9,2,31,Brazil
8,2,27,Brazil
6,1,27,Brazil
6,2,79,Brazil
1,2,71,Brazil
5,1,21,Brazil
5,1,33,Brazil
6,2,71,Brazil
6,2,34,Brazil
5,1,62,Brazil
9,2,48,Brazil
10,1,27,Brazil
9,2,76,Brazil
4,2,62,Brazil
8,2,77,Brazil
7,1,44,Brazil
3,1,54,Brazil
7,1,30,Brazil
2,1,50,Brazil
5,2,58,Brazil
8,1,49,Brazil
9,1,48,Brazil
6,1,19,Brazil
6,1,31,Brazil
8,1,41,Brazil
5,2,29,Brazil
6,2,64,Brazil
7,1,21,Brazil
5,2,30,Brazil
4,1,29,Brazil
8,2,74,Brazil
10,2,65,Brazil
10,2,60,Brazil
4,2,39,Brazil
8,1,42,Brazil
5,2,38,Brazil
0,1,52,Brazil
5,2,77,Brazil
7,1,42,Brazil
5,2,49,Brazil
8,2,39,Brazil
8,2,33,Brazil
5,2,20,Brazil
10,1,46,Brazil
5,1,29,Brazil
5,1,44,Brazil
7,2,29,Brazil
5,2,40,Brazil
5,1,36,Brazil
5,2,42,Brazil
5,1,60,Brazil
5,2,60,Brazil
10,2,65,Brazil
2,2,61,Brazil
7,2,30,Brazil
5,1,73,Brazil
7,2,55,Brazil
5,2,76,Brazil
5,1,27,Brazil
8,2,52,Brazil
5,1,18,Brazil
9,2,54,Brazil
10,1,44,Brazil
6,2,35,Brazil
7,2,69,Brazil
6,2,81,Brazil
4,1,50,Brazil
10,1,56,Brazil
5,2,45,Brazil
5,1,20,Brazil
2,2,46,Brazil
7,1,23,Brazil
7,2,49,Brazil
7,1,46,Brazil
3,2,22,Brazil
5,2,42,Brazil
5,1,78,Brazil
8,2,30,Brazil
10,1,18,Brazil
4,2,70,Brazil
10,1,19,Brazil
10,2,40,Brazil
7,2,47,Brazil
6,2,46,Brazil
4,2,28,Brazil
9,2,37,Brazil
4,1,28,Brazil
5,2,73,Brazil
7,2,23,Brazil
9,2,32,Brazil
6,2,26,Brazil
7,1,18,Brazil
3,1,35,Brazil
4,1,25,Brazil
2,2,30,Brazil
9,1,27,Brazil
3,2,53,Brazil
6,2,42,Brazil
7,1,32,Brazil
8,1,44,Brazil
7,2,39,Brazil
3,2,40,Brazil
10,2,67,Brazil
5,2,19,Brazil
3,1,19,Brazil
5,2,40,Brazil
5,2,26,Brazil
5,1,30,Brazil
5,2,20,Brazil
4,1,27,Brazil
0,2,44,Brazil
9,2,30,Brazil
5,2,33,Brazil
6,2,33,Brazil
5,1,63,Brazil
10,2,20,Brazil
4,1,23,Brazil
5,1,35,Brazil
9,1,18,Brazil
8,2,18,Brazil
7,2,32,Brazil
5,2,25,Brazil
3,1,30,Brazil
5,2,22,Brazil
8,2,53,Brazil
6,1,31,Brazil
10,1,27,Brazil
3,2,44,Brazil
7,2,51,Brazil
5,2,50,Brazil
8,2,18,Brazil
3,2,38,Brazil
7,1,36,Brazil
8,1,62,Brazil
5,1,24,Brazil
4,1,66,Brazil
8,1,72,Brazil
6,2,48,Brazil
10,2,46,Brazil
4,1,31,Brazil
3,2,49,Brazil
8,2,30,Brazil
7,1,28,Brazil
7,1,37,Brazil
4,1,49,Brazil
9,2,26,Brazil
4,2,24,Brazil
7,2,72,Brazil
4,1,18,Brazil
7,2,67,Brazil
7,2,28,Brazil
4,2,18,Brazil
5,1,25,Brazil
10,2,52,Brazil
6,2,50,Brazil
6,2,70,Brazil
10,1,41,Brazil
5,2,44,Brazil
5,2,67,Brazil
4,2,36,Brazil
7,2,42,Brazil
4,2,32,Brazil
0,2,22,Brazil
10,2,34,Brazil
10,2,54,Brazil
7,2,71,Brazil
6,2,48,Brazil
8,2,25,Brazil
5,2,57,Brazil
7,1,64,Brazil
10,1,18,Brazil
4,1,52,Brazil
5,2,75,Brazil
2,2,71,Brazil
10,2,31,Brazil
8,2,68,Brazil
6,2,28,Brazil
5,2,35,Brazil
7,2,29,Brazil
9,1,27,Brazil
8,1,18,Brazil
5,1,37,Brazil
7,1,38,Brazil
4,1,35,Brazil
8,1,47,Brazil
4,1,20,Brazil
10,1,64,Brazil
6,1,53,Brazil
7,2,32,Brazil
5,1,27,Brazil
5,1,36,Brazil
8,2,44,Brazil
10,2,21,Brazil
6,2,23,Brazil
7,2,24,Brazil
3,2,48,Brazil
6,1,46,Brazil
10,2,40,Brazil
5,1,34,Brazil
7,2,25,Brazil
4,2,22,Brazil
7,2,33,Brazil
5,2,38,Brazil
3,2,57,Brazil
10,2,74,Brazil
6,1,49,Brazil
8,1,52,Brazil
8,2,61,Brazil
5,2,18,Brazil
5,2,31,Brazil
8,1,45,Brazil
5,2,27,Brazil
5,2,18,Brazil
8,2,49,Brazil
10,2,39,Brazil
7,2,39,Brazil
8,1,35,Brazil
3,2,56,Brazil
6,2,33,Brazil
7,1,76,Brazil
4,2,32,Brazil
7,2,18,Brazil
6,1,62,Brazil
5,1,18,Brazil
7,1,26,Brazil
6,1,58,Brazil
5,1,44,Brazil
5,2,36,Brazil
4,2,38,Brazil
6,2,54,Brazil
5,2,25,Brazil
5,1,26,Brazil
6,2,22,Brazil
7,2,27,Brazil
5,2,21,Brazil
6,1,20,Brazil
8,1,21,Brazil
6,1,23,Brazil
2,1,44,Brazil
5,2,39,Brazil
7,1,62,Brazil
10,1,72,Brazil
10,1,35,Brazil
5,2,68,Brazil
8,2,66,Brazil
3,2,72,Brazil
5,1,68,Brazil
4,1,31,Brazil
2,2,49,Brazil
8,1,34,Brazil
7,2,61,Brazil
6,2,35,Brazil
4,2,36,Brazil
10,2,38,Brazil
6,2,37,Brazil
6,1,54,Brazil
5,2,67,Brazil
5,2,24,Brazil
7,2,75,Brazil
6,2,34,Brazil
7,2,18,Brazil
6,1,18,Brazil
8,1,18,Brazil
10,1,19,Brazil
7,2,25,Brazil
3,1,40,Brazil
7,1,36,Brazil
6,1,36,Brazil
6,1,29,Brazil
0,2,33,Brazil
7,2,36,Brazil
7,1,65,Brazil
6,2,23,Brazil
5,2,26,Brazil
4,2,40,Brazil
4,2,24,Brazil
3,1,74,Brazil
8,2,73,Brazil
7,1,34,Brazil
8,1,72,Brazil
9,2,75,Brazil
7,1,32,Brazil
9,2,22,Brazil
6,2,41,Brazil
5,2,45,Brazil
10,2,38,Brazil
5,1,38,Brazil
7,2,23,Brazil
4,2,20,Brazil
7,2,31,Brazil
5,2,31,Brazil
8,1,49,Brazil
5,2,34,Brazil
8,1,21,Brazil
10,1,47,Brazil
8,2,42,Brazil
5,1,65,Brazil
7,2,20,Brazil
7,1,31,Brazil
8,1,63,Brazil
8,2,26,Brazil
10,2,24,Brazil
5,1,18,Brazil
10,1,21,Brazil
5,1,70,Brazil
6,1,22,Brazil
8,1,20,Brazil
10,2,64,Brazil
9,1,51,Brazil
1,1,55,Brazil
8,1,66,Brazil
5,1,68,Brazil
10,1,54,Brazil
4,1,38,Brazil
5,2,57,Brazil
5,1,43,Brazil
6,1,37,Brazil
9,2,45,Brazil
10,2,23,Brazil
8,1,43,Brazil
6,2,42,Brazil
5,2,21,Brazil
6,1,62,Brazil
5,1,44,Brazil
7,2,28,Brazil
7,2,26,Brazil
1,2,23,Brazil
5,2,19,Brazil
10,2,33,Brazil
6,2,41,Brazil
4,1,35,Brazil
3,1,21,Brazil
0,1,29,Brazil
4,2,27,Brazil
4,1,39,Brazil
4,2,21,Brazil
6,1,25,Brazil
2,1,26,Brazil
10,2,26,Brazil
8,2,22,Brazil
9,2,25,Brazil
10,2,36,Brazil
10,1,19,Brazil
5,1,47,Brazil
7,1,47,Brazil
4,2,32,Brazil
6,1,29,Brazil
0,2,25,Brazil
5,2,22,Brazil
5,2,18,Brazil
5,1,67,Brazil
1,1,26,Brazil
5,2,27,Brazil
10,2,38,Brazil
8,2,22,Brazil
6,2,63,Brazil
4,2,29,Brazil
3,2,33,Brazil
5,1,42,Brazil
6,2,34,Brazil
1,2,21,Brazil
10,2,28,Brazil
10,2,34,Brazil
9,1,18,Brazil
7,1,18,Brazil
10,2,33,Brazil
6,1,21,Brazil
10,1,63,Brazil
2,2,27,Brazil
3,1,18,Brazil
10,2,47,Brazil
8,2,21,Brazil
5,2,26,Brazil
5,1,27,Brazil
9,1,26,Brazil
9,2,21,Brazil
6,2,27,Brazil
4,1,24,Brazil
8,2,32,Brazil
5,1,63,Brazil
5,1,19,Brazil
5,2,47,Brazil
7,2,26,Brazil
7,2,33,Brazil
8,2,18,Brazil
7,2,83,Brazil
6,1,44,Brazil
5,1,27,Brazil
7,1,30,Brazil
8,1,37,Brazil
5,2,67,Brazil
3,2,34,Brazil
6,2,50,Brazil
7,2,25,Brazil
5,2,41,Brazil
4,1,42,Brazil
6,1,22,Brazil
5,1,28,Brazil
5,1,19,Brazil
6,2,66,Brazil
7,1,25,Brazil
7,2,29,Brazil
6,2,27,Brazil
8,1,43,Brazil
5,2,30,Brazil
8,2,72,Brazil
2,2,18,Brazil
2,2,63,Brazil
3,2,25,Brazil
5,2,18,Brazil
6,2,45,Brazil
6,2,21,Brazil
6,1,29,Brazil
1,2,39,Brazil
6,1,23,Brazil
10,2,18,Brazil
4,1,28,Brazil
8,1,27,Brazil
5,1,20,Brazil
4,1,41,Brazil
5,2,47,Brazil
7,1,35,Brazil
7,2,28,Brazil
7,1,52,Brazil
4,2,22,Brazil
8,1,23,Brazil
3,2,39,Brazil
3,1,50,Brazil
8,2,24,Brazil
6,2,55,Brazil
10,2,50,Brazil
3,2,49,Brazil
7,1,21,Brazil
6,1,32,Brazil
8,1,22,Brazil
5,1,36,Brazil
1,2,41,Brazil
7,1,53,Brazil
8,2,72,Brazil
5,2,53,Brazil
8,1,27,Brazil
2,2,51,Brazil
2,1,47,Brazil
1,2,71,Brazil
7,1,63,Brazil
5,2,31,Brazil
3,2,45,Brazil
1,2,21,Brazil
8,1,66,Brazil
7,1,63,Brazil
6,1,37,Brazil
8,2,21,Brazil
10,1,63,Brazil
5,1,31,Brazil
5,2,39,Brazil
10,2,44,Brazil
6,2,28,Brazil
8,1,48,Brazil
8,1,31,Brazil
6,2,65,Brazil
9,1,41,Brazil
6,2,65,Brazil
10,1,57,Brazil
7,1,21,Brazil
5,1,34,Brazil
5,2,43,Brazil
8,2,29,Brazil
7,2,75,Brazil
2,1,34,Brazil
10,1,27,Brazil
6,1,19,Brazil
5,1,23,Brazil
7,1,45,Brazil
4,1,34,Brazil
5,2,31,Brazil
1,2,34,Brazil
2,2,54,Brazil
1,2,59,Brazil
4,1,57,Brazil
10,2,34,Brazil
6,2,55,Brazil
5,2,47,Brazil
6,2,29,Brazil
10,1,81,Brazil
6,1,47,Brazil
8,1,23,Brazil
8,1,40,Brazil
8,2,27,Brazil
7,1,32,Brazil
6,2,26,Brazil
10,2,42,Brazil
5,1,25,Brazil
10,2,49,Brazil
4,1,55,Brazil
7,1,37,Brazil
4,1,72,Brazil
5,2,53,Brazil
8,2,45,Brazil
4,2,63,Brazil
6,1,40,Brazil
2,2,43,Brazil
1,2,54,Brazil
5,1,33,Brazil
10,1,20,Brazil
5,1,38,Brazil
1,2,26,Brazil
3,2,41,Brazil
3,1,33,Brazil
4,2,27,Brazil
1,2,45,Brazil
10,2,40,Brazil
4,2,70,Brazil
4,2,20,Brazil
3,2,21,Brazil
10,2,59,Brazil
7,2,24,Brazil
8,2,43,Brazil
10,2,57,Brazil
8,2,39,Brazil
8,2,48,Brazil
5,2,76,Brazil
5,2,21,Brazil
7,1,39,Brazil
6,1,19,Brazil
7,2,26,Brazil
4,1,19,Brazil
5,2,38,Brazil
10,2,77,Brazil
8,2,70,Brazil
8,1,19,Brazil
10,1,72,Brazil
7,2,24,Brazil
6,1,21,Brazil
7,2,61,Brazil
1,1,44,Brazil
8,2,48,Brazil
3,2,67,Brazil
6,1,31,Brazil
5,2,36,Brazil
5,1,72,Brazil
10,1,26,Brazil
8,2,38,Brazil
5,1,38,Brazil
5,2,69,Brazil
5,2,52,Brazil
6,2,70,Brazil
8,2,85,Brazil
7,2,63,Brazil
8,2,70,Brazil
4,2,30,Brazil
8,2,84,Brazil
8,1,33,Brazil
5,1,22,Brazil
6,1,26,Brazil
5,1,38,Brazil
6,1,40,Brazil
9,2,30,Brazil
8,1,70,Brazil
10,1,20,Brazil
8,1,37,Brazil
6,1,34,Brazil
8,1,20,Brazil
7,1,37,Brazil
7,2,38,Brazil
8,2,50,Brazil
9,1,62,Brazil
6,2,28,Brazil
8,1,43,Brazil
4,1,29,Brazil
5,2,32,Brazil
3,2,37,Brazil
4,2,59,Brazil
8,2,25,Brazil
6,2,30,Brazil
8,1,38,Brazil
9,2,68,Brazil
4,1,67,Brazil
6,1,26,Brazil
8,2,38,Brazil
8,2,85,Brazil
7,2,41,Brazil
8,1,59,Brazil
7,1,18,Brazil
5,1,38,Brazil
8,1,21,Brazil
8,1,68,Brazil
10,2,71,Brazil
8,2,55,Brazil
4,2,80,Brazil
4,1,68,Brazil
7,2,24,Brazil
8,1,76,Brazil
7,1,66,Brazil
5,1,76,Brazil
6,1,53,Brazil
10,1,18,Brazil
10,1,74,Brazil
6,2,94,Brazil
6,1,19,Brazil
6,2,35,Brazil
5,2,22,Brazil
10,2,35,Brazil
7,1,70,Japan
5,1,71,Japan
7,1,74,Japan
2,1,38,Japan
1,1,44,Japan
3,1,55,Japan
4,1,58,Japan
9,2,76,Japan
5,2,67,Japan
7,2,71,Japan
7,2,21,Japan
2,2,18,Japan
6,2,18,Japan
5,2,52,Japan
7,1,68,Japan
4,1,69,Japan
7,1,25,Japan
4,2,78,Japan
6,2,83,Japan
6,2,38,Japan
6,2,44,Japan
5,1,39,Japan
7,1,47,Japan
8,2,69,Japan
5,2,81,Japan
8,2,29,Japan
4,2,37,Japan
5,2,57,Japan
8,2,58,Japan
5,2,63,Japan
8,2,44,Japan
4,1,66,Japan
6,2,57,Japan
5,1,68,Japan
3,1,59,Japan
7,1,61,Japan
5,1,62,Japan
6,2,79,Japan
3,2,73,Japan
8,2,40,Japan
5,2,48,Japan
5,2,59,Japan
5,1,70,Japan
6,1,58,Japan
8,2,73,Japan
9,2,74,Japan
5,2,36,Japan
5,1,73,Japan
7,1,62,Japan
6,2,74,Japan
8,1,65,Japan
5,2,66,Japan
3,2,54,Japan
5,1,68,Japan
5,1,52,Japan
6,1,55,Japan
10,2,72,Japan
3,2,34,Japan
6,2,55,Japan
8,1,65,Japan
6,1,71,Japan
6,1,77,Japan
5,1,49,Japan
9,1,59,Japan
7,2,68,Japan
5,2,61,Japan
5,1,73,Japan
6,1,75,Japan
5,1,27,Japan
8,1,48,Japan
5,2,77,Japan
7,2,70,Japan
8,2,39,Japan
4,1,20,Japan
6,1,39,Japan
6,1,59,Japan
8,1,60,Japan
7,2,52,Japan
7,2,61,Japan
5,1,70,Japan
4,1,34,Japan
9,2,39,Japan
6,1,72,Japan
5,1,75,Japan
4,1,20,Japan
3,1,31,Japan
6,2,31,Japan
8,2,38,Japan
3,2,39,Japan
9,2,55,Japan
9,2,60,Japan
5,1,80,Japan
6,1,65,Japan
5,1,77,Japan
6,1,73,Japan
6,1,35,Japan
5,1,51,Japan
4,1,60,Japan
7,2,76,Japan
8,2,65,Japan
8,2,70,Japan
5,2,21,Japan
7,2,29,Japan
7,2,38,Japan
8,2,41,Japan
5,2,55,Japan
7,2,57,Japan
10,2,57,Japan
8,2,57,Japan
6,1,76,Japan
5,1,66,Japan
5,1,65,Japan
5,1,57,Japan
5,1,55,Japan
5,2,29,Japan
5,2,53,Japan
2,2,56,Japan
6,1,67,Japan
5,2,58,Japan
10,1,93,Japan
4,1,34,Japan
8,2,82,Japan
6,2,70,Japan
8,2,32,Japan
3,2,35,Japan
3,1,82,Japan
5,1,27,Japan
5,1,46,Japan
4,1,54,Japan
7,2,80,Japan
6,2,53,Japan
5,2,61,Japan
3,2,60,Japan
7,2,67,Japan
6,2,58,Japan
7,1,71,Japan
7,1,61,Japan
5,2,66,Japan
5,2,48,Japan
4,2,46,Japan
7,2,60,Japan
6,2,61,Japan
7,1,90,Japan
7,1,61,Japan
5,1,31,Japan
7,1,18,Japan
5,2,69,Japan
5,2,80,Japan
7,2,67,Japan
5,2,66,Japan
4,1,63,Japan
5,2,25,Japan
8,2,37,Japan
5,1,59,Japan
8,2,77,Japan
5,2,28,Japan
3,2,27,Japan
7,2,44,Japan
4,2,45,Japan
7,1,71,Japan
4,1,73,Japan
5,1,62,Japan
6,2,66,Japan
10,2,76,Japan
4,2,25,Japan
4,1,20,Japan
6,2,50,Japan
5,2,55,Japan
5,2,56,Japan
7,1,23,Japan
4,1,42,Japan
8,2,65,Japan
5,2,26,Japan
6,2,48,Japan
3,1,71,Japan
0,1,75,Japan
5,2,18,Japan
6,2,40,Japan
4,2,50,Japan
5,2,52,Japan
7,2,61,Japan
10,2,70,Japan
5,2,71,Japan
5,2,59,Japan
0,1,70,Japan
6,2,81,Japan
8,2,56,Japan
5,2,64,Japan
7,1,50,Japan
9,1,60,Japan
8,2,71,Japan
8,2,66,Japan
5,2,69,Japan
7,2,39,Japan
6,2,36,Japan
3,1,66,Japan
8,1,41,Japan
6,1,55,Japan
5,2,72,Japan
