swb,gender,age,country
8,1,25,Mexico
8,2,56,Mexico
9,2,53,Mexico
3,1,66,Mexico
1,1,28,Mexico
9,1,41,Mexico
5,1,28,Mexico
5,2,41,Mexico
9,2,37,Mexico
6,1,42,Mexico
7,2,40,Mexico
9,2,49,Mexico
4,1,26,Mexico
9,1,28,Mexico
9,1,39,Mexico
4,1,47,Mexico
5,1,67,Mexico
7,2,37,Mexico
9,2,22,Mexico
5,1,78,Mexico
6,1,24,Mexico
6,1,50,Mexico
8,2,69,Mexico
5,1,37,Mexico
9,1,44,Mexico
7,1,44,Mexico
8,2,43,Mexico
8,2,26,Mexico
8,1,47,Mexico
8,1,46,Mexico
10,2,45,Mexico
6,1,28,Mexico
6,2,43,Mexico
8,1,36,Mexico
8,2,40,Mexico
7,1,25,Mexico
8,1,35,Mexico
8,2,30,Mexico
6,1,45,Mexico
5,1,30,Mexico
10,1,23,Mexico
7,1,26,Mexico
10,1,48,Mexico
1,2,34,Mexico
8,1,24,Mexico
4,1,44,Mexico
7,2,52,Mexico
8,1,24,Mexico
7,1,34,Mexico
1,1,59,Mexico
0,1,36,Mexico
5,2,47,Mexico
7,2,51,Mexico
9,1,39,Mexico
8,1,35,Mexico
10,1,68,Mexico
9,2,24,Mexico
8,2,58,Mexico
7,1,20,Mexico
6,2,32,Mexico
7,2,35,Mexico
5,1,26,Mexico
2,2,51,Mexico
4,1,50,Mexico
8,1,34,Mexico
8,2,58,Mexico
8,1,41,Mexico
10,1,43,Mexico
8,1,74,Mexico
7,1,32,Mexico
8,1,34,Mexico
8,1,48,Mexico
10,2,40,Mexico
7,1,25,Mexico
8,1,22,Mexico
7,2,19,Mexico
9,1,38,Mexico
9,2,65,Mexico
8,1,52,Mexico
3,2,30,Mexico
5,2,84,Mexico
5,1,30,Mexico
5,2,73,Mexico
7,1,45,Mexico
7,1,22,Mexico
9,2,26,Mexico
6,1,50,Mexico
9,1,77,Mexico
5,1,35,Mexico
8,1,19,Mexico
6,2,45,Mexico
5,2,35,Mexico
6,2,26,Mexico
7,1,28,Mexico
8,1,49,Mexico
8,2,25,Mexico
8,2,52,Mexico
5,1,26,Mexico
8,1,32,Mexico
7,2,56,Mexico
8,1,56,Mexico
10,1,36,Mexico
8,1,26,Mexico
5,2,23,Mexico
8,1,28,Mexico
5,2,59,Mexico
10,2,46,Mexico
5,2,25,Mexico
8,1,34,Mexico
8,1,40,Mexico
6,2,47,Mexico
7,2,19,Mexico
5,2,39,Mexico
8,1,73,Mexico
9,1,69,Mexico
5,2,59,Mexico
8,2,68,Mexico
6,2,30,Mexico
8,1,32,Mexico
8,1,28,Mexico
8,1,35,Mexico
3,2,30,Mexico
6,2,22,Mexico
5,1,36,Mexico
9,1,50,Mexico
8,2,33,Mexico
7,2,18,Mexico
8,2,47,Mexico
5,2,53,Mexico
8,1,38,Mexico
10,1,36,Mexico
8,2,20,Mexico
6,1,28,Mexico
8,1,53,Mexico
4,2,24,Mexico
7,2,38,Mexico
8,1,60,Mexico
9,2,50,Mexico
10,2,22,Mexico
8,1,45,Mexico
10,2,37,Mexico
8,1,52,Mexico
6,1,38,Mexico
7,2,28,Mexico
8,1,42,Mexico
10,2,39,Mexico
10,2,25,Mexico
8,1,44,Mexico
6,2,32,Mexico
7,1,18,Mexico
7,2,58,Mexico
6,1,34,Mexico
4,1,36,Mexico
10,2,48,Mexico
5,2,35,Mexico
10,1,52,Mexico
9,2,22,Mexico
7,2,38,Mexico
6,1,22,Mexico
5,2,33,Mexico
7,2,19,Mexico
10,1,80,Mexico
10,2,45,Mexico
5,1,41,Mexico
8,2,37,Mexico
8,2,19,Mexico
8,1,21,Mexico
8,2,45,Mexico
7,2,35,Mexico
8,1,43,Mexico
8,1,48,Mexico
8,2,33,Mexico
8,2,49,Mexico
8,2,42,Mexico
7,2,23,Mexico
8,1,33,Mexico
8,1,24,Mexico
7,2,37,Mexico
8,1,41,Mexico
10,2,52,Mexico
10,2,49,Mexico
8,1,34,Mexico
7,2,29,Mexico
8,2,20,Mexico
8,2,63,Mexico
8,2,22,Mexico
8,1,22,Mexico
7,2,47,Mexico
8,1,24,Mexico
8,1,55,Mexico
7,1,23,Mexico
10,1,33,Mexico
7,2,35,Mexico
8,1,41,Mexico
10,2,18,Mexico
5,2,58,Mexico
10,1,20,Mexico
8,1,21,Mexico
8,2,38,Mexico
8,1,31,Mexico
6,2,74,Mexico
4,1,41,Mexico
7,1,46,Mexico
5,1,54,Mexico
7,2,50,Mexico
10,2,59,Mexico
9,2,74,Mexico
8,2,22,Mexico
6,1,43,Mexico
5,1,18,Mexico
5,2,35,Mexico
6,1,52,Mexico
8,2,28,Mexico
8,1,30,Mexico
8,1,30,Mexico
8,1,56,Mexico
8,1,58,Mexico
10,2,59,Mexico
5,1,69,Mexico
7,1,27,Mexico
8,2,40,Mexico
10,1,70,Mexico
8,1,50,Mexico
10,2,63,Mexico
6,2,37,Mexico
9,2,58,Mexico
8,1,74,Mexico
5,1,39,Mexico
7,1,56,Mexico
8,1,60,Mexico
9,2,30,Mexico
7,1,43,Mexico
10,1,22,Mexico
8,1,70,Mexico
9,1,42,Mexico
9,2,32,Mexico
10,2,26,Mexico
9,1,19,Mexico
10,1,70,Mexico
8,1,24,Mexico
9,1,28,Mexico
7,2,45,Mexico
8,2,31,Mexico
8,1,23,Mexico
8,1,18,Mexico
8,1,24,Mexico
7,1,22,Mexico
7,2,45,Mexico
7,1,21,Mexico
8,2,42,Mexico
7,1,18,Mexico
8,2,32,Mexico
8,2,29,Mexico
5,2,48,Mexico
9,1,26,Mexico
10,2,50,Mexico
7,2,29,Mexico
7,1,26,Mexico
7,2,21,Mexico
9,2,28,Mexico
8,2,28,Mexico
9,2,36,Mexico
5,1,21,Mexico
5,1,48,Mexico
7,2,56,Mexico
8,2,68,Mexico
10,2,55,Mexico
8,2,34,Mexico
8,2,22,Mexico
7,1,55,Mexico
9,1,56,Mexico
7,1,29,Mexico
5,1,23,Mexico
10,2,45,Mexico
1,1,46,Mexico
6,2,49,Mexico
6,2,38,Mexico
6,2,51,Mexico
3,1,68,Mexico
5,2,24,Mexico
5,2,39,Mexico
8,1,35,Mexico
10,2,29,Mexico
6,1,65,Mexico
7,1,21,Mexico
5,1,35,Mexico
9,2,40,Mexico
8,2,47,Mexico
8,2,30,Mexico
10,2,24,Mexico
7,1,28,Mexico
8,2,51,Mexico
10,2,32,Mexico
5,1,64,Mexico
9,2,26,Mexico
5,1,60,Mexico
8,2,22,Mexico
7,1,47,Mexico
9,1,22,Mexico
9,1,18,Mexico
5,2,32,Mexico
7,1,30,Mexico
4,1,58,Mexico
6,2,30,Mexico
6,2,50,Mexico
8,1,28,Mexico
9,2,53,Mexico
7,2,30,Mexico
10,2,36,Mexico
6,1,31,Mexico
9,1,25,Mexico
4,1,61,Mexico
5,1,42,Mexico
9,1,40,Mexico
6,2,24,Mexico
10,1,67,Mexico
8,1,30,Mexico
5,1,20,Mexico
7,2,45,Mexico
8,2,38,Mexico
9,1,29,Mexico
6,1,38,Mexico
9,1,33,Mexico
5,1,50,Mexico
7,2,73,Mexico
5,1,58,Mexico
8,2,43,Mexico
9,1,18,Mexico
8,2,30,Mexico
7,2,38,Mexico
10,1,62,Mexico
6,1,22,Mexico
7,1,43,Mexico
4,2,30,Mexico
3,1,48,Mexico
4,2,22,Mexico
8,2,21,Mexico
5,2,26,Mexico
7,1,33,Mexico
8,1,32,Mexico
5,2,22,Mexico
5,2,27,Mexico
5,1,39,Mexico
4,1,46,Mexico
4,2,38,Mexico
3,1,57,Mexico
7,2,24,Mexico
0,2,18,Mexico
5,1,35,Mexico
6,1,30,Mexico
8,2,50,Mexico
8,1,32,Mexico
8,2,45,Mexico
7,1,20,Mexico
7,1,23,Mexico
8,1,45,Mexico
5,2,40,Mexico
6,1,39,Mexico
6,2,50,Mexico
7,2,25,Mexico
7,2,34,Mexico
1,1,62,Mexico
4,1,60,Mexico
10,2,43,Mexico
4,2,20,Mexico
2,1,72,Mexico
7,2,30,Mexico
9,2,18,Mexico
8,1,46,Mexico
10,2,54,Mexico
5,2,36,Mexico
9,2,21,Mexico
8,1,36,Mexico
7,2,54,Mexico
8,1,51,Mexico
8,1,36,Mexico
10,2,42,Mexico
9,1,43,Mexico
9,2,29,Mexico
9,1,32,Mexico
7,2,42,Mexico
6,1,53,Mexico
8,1,33,Mexico
5,1,63,Mexico
8,2,32,Mexico
8,2,38,Mexico
8,2,39,Mexico
8,2,26,Mexico
8,1,29,Mexico
7,2,49,Mexico
7,1,58,Mexico
8,1,68,Mexico
7,2,58,Mexico
5,2,26,Mexico
2,2,52,Mexico
6,2,32,Mexico
7,1,28,Mexico
9,1,47,Mexico
8,2,39,Mexico
9,2,45,Mexico
8,2,37,Mexico
7,1,41,Mexico
9,1,38,Mexico
6,2,27,Mexico
9,1,30,Mexico
6,1,24,Mexico
6,2,39,Mexico
5,2,41,Mexico
7,1,36,Mexico
4,1,34,Mexico
6,2,32,Mexico
2,2,24,Mexico
5,1,43,Mexico
4,1,40,Mexico
7,1,24,Mexico
5,1,28,Mexico
7,2,23,Mexico
8,1,35,Mexico
5,2,38,Mexico
7,2,20,Mexico
8,1,40,Mexico
8,1,24,Mexico
8,2,26,Mexico
5,2,68,Mexico
4,2,56,Mexico
5,1,42,Mexico
10,1,52,Mexico
7,2,19,Mexico
8,1,33,Mexico
8,2,61,Mexico
8,2,18,Mexico
8,2,47,Mexico
4,1,32,Mexico
6,1,36,Mexico
7,1,60,Mexico
8,2,28,Mexico
6,1,39,Mexico
5,1,22,Mexico
6,1,60,Mexico
5,2,68,Mexico
5,1,49,Mexico
8,2,54,Mexico
5,2,37,Mexico
7,1,20,Mexico
5,1,42,Mexico
3,2,60,Mexico
3,1,65,Mexico
3,1,40,Mexico
5,1,29,Mexico
5,2,19,Mexico
6,1,36,Mexico
5,1,32,Mexico
6,1,28,Mexico
6,1,28,Mexico
7,2,27,Mexico
3,2,45,Mexico
7,2,52,Mexico
4,1,31,Mexico
5,1,39,Mexico
4,2,29,Mexico
8,1,22,Mexico
3,1,67,Mexico
5,2,52,Mexico
5,1,41,Mexico
8,1,32,Mexico
6,2,24,Mexico
5,2,70,Mexico
6,1,18,Mexico
4,1,51,Mexico
3,1,46,Mexico
8,1,34,Mexico
8,1,24,Mexico
8,2,23,Mexico
10,2,21,Mexico
6,1,42,Mexico
5,1,29,Mexico
7,2,73,Mexico
5,1,53,Mexico
5,2,36,Mexico
5,2,24,Mexico
4,1,46,Mexico
6,1,40,Mexico
6,2,40,Mexico
8,2,31,Mexico
5,1,37,Mexico
5,2,19,Mexico
6,2,48,Mexico
4,2,50,Mexico
9,2,50,Mexico
8,1,60,Mexico
9,2,43,Mexico
8,1,34,Mexico
7,2,34,Mexico
8,1,27,Mexico
7,1,53,Mexico
8,2,46,Mexico
10,2,31,Mexico
9,1,39,Mexico
10,2,51,Mexico
5,1,68,Mexico
9,1,39,Mexico
7,1,33,Mexico
9,1,47,Mexico
4,1,25,Mexico
3,2,39,Mexico
8,2,59,Mexico
9,2,34,Mexico
7,2,44,Mexico
7,2,30,Mexico
10,2,43,Mexico
8,2,20,Mexico
8,1,22,Mexico
10,1,22,Mexico
3,1,30,Mexico
9,2,34,Mexico
9,2,52,Mexico
7,1,28,Mexico
3,1,56,Mexico
8,2,56,Mexico
10,1,42,Mexico
8,1,33,Mexico
6,1,64,Mexico
9,1,71,Mexico
7,2,34,Mexico
3,1,70,Mexico
8,2,49,Mexico
10,1,23,Mexico
8,2,40,Mexico
8,1,30,Mexico
7,1,39,Mexico
8,1,27,Mexico
6,2,22,Mexico
7,2,19,Mexico
7,2,44,Mexico
5,1,49,Mexico
8,1,40,Mexico
8,2,30,Mexico
5,2,29,Mexico
6,2,23,Mexico
8,1,53,Mexico
5,1,48,Mexico
7,2,20,Mexico
6,2,50,Mexico
6,1,27,Mexico
7,2,35,Mexico
7,2,36,Mexico
7,1,33,Mexico
6,1,24,Mexico
6,2,28,Mexico
5,1,47,Mexico
5,1,30,Mexico
7,2,47,Mexico
7,2,36,Mexico
7,2,30,Mexico
9,2,26,Mexico
7,2,29,Mexico
5,1,50,Mexico
8,1,43,Mexico
8,1,39,Mexico
8,2,32,Mexico
6,1,58,Mexico
7,1,48,Mexico
8,2,37,Mexico
6,1,47,Mexico
4,2,32,Mexico
6,1,23,Mexico
8,1,29,Mexico
8,2,29,Mexico
5,2,23,Mexico
10,2,25,Mexico
8,1,52,Mexico
8,2,28,Mexico
5,1,38,Mexico
8,1,55,Mexico
8,1,35,Mexico
8,1,21,Mexico
5,2,36,Mexico
8,2,25,Mexico
4,1,44,Mexico
8,2,71,Mexico
6,1,23,Mexico
8,2,35,Mexico
9,1,37,Mexico
7,2,50,Mexico
6,1,68,Mexico
8,1,40,Mexico
8,2,55,Mexico
9,2,30,Mexico
8,1,33,Mexico
5,1,43,Mexico
7,2,37,Mexico
5,2,25,Mexico
10,2,27,Mexico
5,1,33,Mexico
5,1,37,Mexico
6,2,21,Mexico
5,2,47,Mexico
10,1,25,Mexico
6,1,29,Mexico
4,1,36,Mexico
7,2,41,Mexico
10,2,23,Mexico
10,1,39,Mexico
2,2,42,Mexico
6,2,33,Mexico
5,1,56,Mexico
8,2,19,Mexico
5,1,49,Mexico
8,1,30,Mexico
9,2,52,Mexico
9,1,60,Mexico
9,2,56,Mexico
10,1,58,Mexico
5,2,25,Mexico
6,2,44,Mexico
7,1,18,Mexico
7,2,29,Mexico
4,1,43,Mexico
8,1,38,Mexico
10,1,35,Mexico
9,1,47,Mexico
9,2,20,Mexico
9,2,65,Mexico
8,1,63,Mexico
4,1,32,Mexico
5,1,37,Mexico
3,2,53,Mexico
6,1,28,Mexico
3,2,36,Mexico
5,2,68,Mexico
5,1,23,Mexico
6,2,27,Mexico
4,1,49,Mexico
6,1,36,Mexico
4,1,25,Mexico
6,1,20,Mexico
5,2,38,Mexico
4,1,49,Mexico
5,1,36,Mexico
5,2,22,Mexico
5,1,28,Mexico
6,1,35,Mexico
7,2,47,Mexico
5,2,50,Mexico
4,1,36,Mexico
5,2,29,Mexico
3,2,18,Mexico
3,1,27,Mexico
3,1,24,Mexico
4,2,22,Mexico
4,2,18,Mexico
7,1,19,Mexico
4,2,47,Mexico
6,1,46,Mexico
6,2,23,Mexico
4,1,47,Mexico
6,2,47,Mexico
4,1,18,Mexico
5,1,99,Mexico
1,2,26,Mexico
4,1,29,Mexico
3,2,48,Mexico
4,2,29,Mexico
4,1,27,Mexico
2,1,43,Mexico
3,1,28,Mexico
7,2,53,Mexico
8,1,28,Mexico
10,2,23,Mexico
5,1,26,Mexico
10,1,47,Mexico
5,1,51,Mexico
5,1,32,Mexico
0,2,20,Mexico
3,1,54,Mexico
8,2,24,Mexico
6,1,33,Mexico
6,1,50,Mexico
10,2,38,Mexico
9,2,33,Mexico
8,2,18,Mexico
4,2,40,Mexico
5,1,61,Mexico
5,2,19,Mexico
8,2,34,Mexico
10,2,32,Mexico
5,2,46,Mexico
10,2,49,Mexico
10,1,45,Mexico
10,1,37,Mexico
8,1,42,Mexico
3,1,34,Mexico
8,1,19,Mexico
5,2,18,Mexico
8,2,31,Mexico
5,2,21,Mexico
10,2,27,Mexico
5,1,51,Mexico
0,1,45,Mexico
10,2,50,Mexico
6,1,18,Mexico
5,1,51,Mexico
7,2,63,Mexico
6,1,36,Mexico
7,1,20,Mexico
8,2,47,Mexico
5,2,21,Mexico
6,2,47,Mexico
8,1,24,Mexico
5,1,36,Mexico
8,2,53,Mexico
5,1,63,Mexico
3,2,30,Mexico
3,2,33,Mexico
5,2,25,Mexico
1,1,72,Mexico
7,2,37,Mexico
8,1,27,Mexico
8,1,19,Mexico
8,1,21,Mexico
4,2,33,Mexico
7,1,18,Mexico
6,2,37,Mexico
6,1,24,Mexico
6,1,76,Mexico
10,2,35,Mexico
9,1,25,Mexico
7,2,38,Mexico
0,2,45,Mexico
5,1,35,Mexico
9,1,21,Mexico
8,1,18,Mexico
5,2,42,Mexico
4,2,32,Mexico
10,2,30,Mexico
5,1,66,Mexico
6,2,23,Mexico
8,1,19,Mexico
3,1,27,Mexico
4,2,21,Mexico
5,2,26,Mexico
4,1,33,Mexico
8,1,60,Mexico
8,1,57,Mexico
7,1,36,Mexico
7,1,51,Mexico
0,2,27,Mexico
8,2,62,Mexico
10,2,42,Mexico
7,2,35,Mexico
8,1,48,Mexico
5,2,31,Mexico
10,2,35,Mexico
6,1,66,Mexico
7,2,41,Mexico
7,2,57,Mexico
6,1,58,Mexico
8,1,20,Mexico
10,2,52,Mexico
10,2,26,Mexico
5,2,52,Mexico
8,2,35,Mexico
8,1,60,Mexico
7,2,48,Mexico
7,2,70,Mexico
5,2,33,Mexico
6,2,31,Mexico
1,2,27,Mexico
7,1,32,Mexico
4,1,23,Mexico
6,2,38,Mexico
4,2,33,Mexico
9,2,46,Mexico
10,1,22,Mexico
6,2,28,Mexico
0,2,99,Mexico
5,2,28,Mexico
6,1,21,Mexico
6,2,52,Mexico
4,1,31,Mexico
5,2,18,Mexico
3,1,49,Mexico
6,2,18,Mexico
5,1,28,Mexico
5,2,44,Mexico
8,1,49,Mexico
6,1,42,Mexico
7,2,43,Mexico
7,2,23,Mexico
5,1,44,Mexico
5,1,18,Mexico
5,2,37,Mexico
7,1,24,Mexico
5,2,73,Mexico
6,1,65,Mexico
6,2,36,Mexico
2,1,28,Mexico
8,2,99,Mexico
6,2,29,Mexico
8,2,38,Mexico
10,2,47,Mexico
10,1,38,Mexico
10,2,33,Mexico
7,2,25,Mexico
5,1,27,Mexico
10,1,87,Mexico
10,1,43,Mexico
9,1,56,Mexico
8,2,45,Mexico
8,1,77,Mexico
7,1,24,Mexico
8,2,74,Mexico
8,2,33,Mexico
8,1,63,Mexico
10,1,19,Mexico
8,2,27,Mexico
10,1,55,Mexico
6,1,34,Mexico
4,2,33,Mexico
5,2,44,Mexico
5,1,41,Mexico
7,1,67,Mexico
5,2,65,Mexico
7,1,30,Mexico
9,2,26,Mexico
9,2,32,Mexico
8,1,40,Mexico
4,2,28,Mexico
5,2,78,Mexico
4,1,20,Mexico
5,2,23,Mexico
6,1,30,Mexico
8,2,35,Mexico
0,2,50,Mexico
6,2,25,Mexico
7,1,61,Mexico
8,1,29,Mexico
6,2,23,Mexico
5,2,33,Mexico
10,1,64,Mexico
5,1,36,Mexico
8,2,24,Mexico
5,1,65,Mexico
7,2,47,Mexico
4,2,43,Mexico
3,2,52,Mexico
7,1,87,Mexico
5,1,45,Mexico
6,1,40,Mexico
7,1,43,Mexico
7,2,35,Mexico
7,2,18,Mexico
10,1,38,Mexico
9,2,32,Mexico
9,1,31,Mexico
5,2,35,Mexico
8,1,57,Mexico
6,1,26,Mexico
7,2,40,Mexico
9,2,48,Mexico
7,1,54,Mexico
9,1,50,Mexico
5,2,39,Mexico
6,2,41,Mexico
1,1,47,Mexico
6,1,62,Mexico
9,1,66,Mexico
10,2,23,Mexico
7,1,60,Mexico
7,1,42,Mexico
0,1,50,Mexico
7,1,59,Mexico
6,1,49,Mexico
3,2,42,Mexico
10,1,43,Mexico
10,2,50,Mexico
8,2,49,Mexico
10,2,54,US
6,2,45,US
7,1,18,US
9,2,63,US
8,1,43,US
7,1,44,US
7,1,36,US
10,2,75,US
8,2,52,US
8,1,28,US
8,2,67,US
7,2,74,US
10,2,61,US
8,2,49,US
7,1,43,US
8,2,73,US
9,1,51,US
9,1,59,US
4,1,22,US
7,1,52,US
6,2,44,US
9,1,65,US
9,2,60,US
10,1,59,US
8,1,26,US
2,1,54,US
7,1,18,US
5,1,32,US
0,2,30,US
10,2,74,US
7,2,36,US
7,1,71,US
7,1,75,US
8,1,49,US
6,2,72,US
1,2,54,US
5,1,71,US
8,1,18,US
8,2,44,US
7,1,36,US
8,1,50,US
6,2,43,US
9,1,76,US
9,2,58,US
8,2,59,US
8,1,25,US
8,1,18,US
5,1,65,US
8,2,80,US
8,1,68,US
5,1,97,US
5,1,49,US
4,2,83,US
8,1,59,US
8,1,45,US
9,1,99,US
8,1,80,US
8,2,40,US
8,1,45,US
9,2,39,US
8,2,41,US
6,1,50,US
7,1,45,US
8,2,37,US
7,1,25,US
5,1,27,US
7,1,50,US
8,2,50,US
7,2,44,US
7,1,27,US
6,1,59,US
9,1,30,US
8,1,50,US
7,1,31,US
3,2,44,US
8,2,40,US
10,2,23,US
8,2,42,US
6,1,56,US
8,1,77,US
8,2,38,US
5,2,20,US
8,1,35,US
5,1,23,US
3,2,43,US
7,1,67,US
8,2,56,US
7,2,54,US
5,2,38,US
7,2,53,US
7,1,40,US
8,2,42,US
5,1,21,US
9,1,19,US
8,1,42,US
6,2,33,US
7,1,60,US
5,2,51,US
8,1,50,US
7,1,41,US
7,1,48,US
8,1,34,US
5,2,28,US
5,2,81,US
5,2,44,US
5,1,46,US
7,1,55,US
5,2,60,US
8,2,55,US
7,2,43,US
7,1,32,US
5,2,99,US
8,2,39,US
7,1,33,US
5,2,86,US
8,1,65,US
10,2,18,US
6,2,59,US
8,2,60,US
8,2,30,US
8,2,66,US
9,2,98,US
6,1,35,US
4,2,38,US
8,2,44,US
5,1,33,US
10,2,68,US
7,1,46,US
7,2,67,US
8,1,50,US
5,1,79,US
8,1,76,US
7,1,54,US
6,2,43,US
8,2,25,US
5,2,85,US
8,1,26,US
8,2,43,US
6,1,31,US
5,2,69,US
9,2,44,US
9,1,63,US
9,2,43,US
5,2,58,US
8,1,57,US
5,2,57,US
7,2,53,US
6,1,33,US
6,2,23,US
5,2,74,US
8,1,30,US
8,2,25,US
10,2,44,US
8,2,49,US
8,1,51,US
5,1,31,US
8,2,70,US
8,2,70,US
8,2,34,US
7,2,52,US
4,1,99,US
6,1,46,US
10,2,64,US
8,2,26,US
8,1,60,US
5,1,55,US
7,1,59,US
7,2,78,US
9,2,31,US
8,2,26,US
9,2,45,US
7,2,20,US
8,1,19,US
8,2,29,US
5,1,45,US
8,2,75,US
7,2,38,US
5,2,45,US
10,2,81,US
7,2,28,US
9,1,55,US
10,2,88,US
8,1,62,US
8,1,79,US
5,2,29,US
7,2,47,US
4,2,38,US
10,1,82,US
9,1,51,US
8,2,37,US
5,2,30,US
8,2,47,US
9,2,35,US
8,2,72,US
4,1,57,US
8,2,75,US
8,2,61,US
7,2,28,US
6,1,75,US
4,1,24,US
7,2,37,US
10,2,49,US
6,1,19,US
9,1,18,US
8,1,44,US
7,1,26,US
5,1,65,US
10,2,58,US
9,2,59,US
10,2,24,US
7,2,29,US
5,1,53,US
6,2,46,US
6,2,28,US
8,1,38,US
8,2,99,US
10,1,59,US
8,2,22,US
6,2,46,US
7,1,31,US
10,1,29,US
10,2,62,US
7,1,38,US
8,2,68,US
9,2,28,US
8,2,25,US
10,2,75,US
8,2,40,US
10,2,57,US
6,2,28,US
8,2,57,US
5,2,75,US
6,2,48,US
10,2,74,US
6,2,75,US
7,2,57,US
9,2,75,US
7,1,41,US
4,2,26,US
7,1,36,US
7,2,32,US
5,1,39,US
7,2,60,US
10,2,59,US
6,2,47,US
7,1,41,US
8,2,28,US
7,2,33,US
7,1,56,US
7,2,45,US
3,1,26,US
7,1,20,US
10,1,63,US
7,2,19,US
8,2,43,US
7,1,51,US
10,2,60,US
10,2,18,US
8,2,40,US
5,1,45,US
8,1,99,US
6,1,69,US
8,2,41,US
7,1,69,US
6,1,31,US
8,1,81,US
7,1,71,US
5,2,50,US
5,2,59,US
6,2,45,US
7,1,41,US
5,2,24,US
8,1,21,US
5,2,55,US
7,1,43,US
7,1,22,US
8,2,19,US
7,1,61,US
2,2,25,US
5,1,64,US
8,2,73,US
7,2,39,US
4,1,47,US
8,1,51,US
5,2,46,US
6,2,39,US
7,2,46,US
7,1,35,US
5,1,35,US
5,1,74,US
8,1,78,US
10,2,64,US
7,2,32,US
5,1,59,US
9,2,68,US
6,2,41,US
6,1,19,US
3,2,56,US
8,2,22,US
10,1,64,US
7,2,21,US
7,1,51,US
7,2,33,US
5,1,48,US
5,2,61,US
7,1,58,US
8,2,56,US
6,1,40,US
6,2,69,US
6,2,57,US
7,2,63,US
6,2,70,US
8,1,21,US
8,1,52,US
5,2,30,US
4,2,46,US
8,2,65,US
9,2,56,US
5,1,42,US
8,1,32,US
8,1,60,US
5,2,41,US
8,2,50,US
3,1,54,US
3,1,40,US
5,2,65,US
8,2,45,US
6,2,25,US
8,2,50,US
7,2,23,US
6,2,51,US
5,2,40,US
6,1,48,US
8,2,80,US
6,2,43,US
7,1,26,US
0,1,43,US
5,2,32,US
5,2,42,US
6,1,36,US
7,2,40,US
8,2,22,US
8,1,22,US
10,2,23,US
5,2,36,US
8,1,49,US
8,2,37,US
7,2,65,US
4,2,34,US
2,1,46,US
8,2,41,US
6,1,18,US
5,1,73,US
7,1,43,US
7,1,58,US
8,1,39,US
6,1,25,US
10,2,40,US
6,1,20,US
8,1,52,US
10,2,71,US
0,2,76,US
5,1,19,US
5,1,30,US
6,2,36,US
2,1,64,US
8,1,25,US
7,2,35,US
7,1,43,US
6,1,59,US
7,2,33,US
4,2,98,US
8,1,18,US
6,2,25,US
10,1,72,US
8,1,45,US
8,2,32,US
10,2,59,US
3,1,33,US
10,1,51,US
7,2,51,US
5,1,18,US
7,2,40,US
8,2,54,US
5,1,48,US
7,2,62,US
7,1,77,US
8,2,40,US
7,2,28,US
7,2,56,US
6,1,45,US
8,1,34,US
8,2,38,US
7,2,73,US
8,2,83,US
0,1,48,US
8,1,49,US
7,2,41,US
7,2,47,US
8,2,42,US
8,1,23,US
8,2,50,US
9,1,38,US
7,1,28,US
8,2,28,US
7,1,28,US
5,2,69,US
8,1,32,US
5,2,46,US
6,2,59,US
