swb,gender,age,country
8,1,34,Egypt
5,1,52,Egypt
5,1,23,Egypt
7,1,32,Egypt
7,1,31,Egypt
8,1,23,Egypt
5,1,22,Egypt
5,1,20,Egypt
6,1,20,Egypt
7,1,39,Egypt
7,1,20,Egypt
8,1,23,Egypt
7,1,22,Egypt
7,1,29,Egypt
4,1,30,Egypt
6,1,26,Egypt
5,2,19,Egypt
6,2,20,Egypt
7,2,19,Egypt
7,2,25,Egypt
5,2,22,Egypt
5,1,22,Egypt
10,1,20,Egypt
4,1,21,Egypt
5,1,19,Egypt
6,1,22,Egypt
5,1,19,Egypt
5,1,59,Egypt
6,1,55,Egypt
5,1,59,Egypt
3,1,43,Egypt
3,1,38,Egypt
4,1,20,Egypt
4,1,27,Egypt
8,1,43,Egypt
9,1,45,Egypt
9,1,39,Egypt
5,1,42,Egypt
9,1,35,Egypt
5,1,30,Egypt
4,1,28,Egypt
5,1,29,Egypt
4,1,34,Egypt
2,1,25,Egypt
8,1,34,Egypt
6,1,28,Egypt
9,1,28,Egypt
5,1,24,Egypt
4,1,19,Egypt
8,1,21,Egypt
7,1,22,Egypt
5,1,24,Egypt
7,1,24,Egypt
8,1,20,Egypt
6,1,40,Egypt
7,1,24,Egypt
7,1,21,Egypt
8,1,59,Egypt
9,2,38,Egypt
10,1,19,Egypt
5,1,19,Egypt
9,1,19,Egypt
10,2,22,Egypt
6,2,34,Egypt
10,2,37,Egypt
10,2,34,Egypt
8,2,31,Egypt
10,2,40,Egypt
7,2,27,Egypt
8,2,36,Egypt
7,2,26,Egypt
7,1,27,Egypt
9,1,20,Egypt
8,1,27,Egypt
7,2,29,Egypt
8,2,37,Egypt
6,2,40,Egypt
7,2,21,Egypt
2,2,19,Egypt
8,2,20,Egypt
7,2,23,Egypt
8,2,24,Egypt
6,2,23,Egypt
7,1,23,Egypt
3,2,22,Egypt
7,2,20,Egypt
8,2,19,Egypt
8,2,21,Egypt
10,2,34,Egypt
6,2,44,Egypt
6,2,19,Egypt
9,2,38,Egypt
5,2,19,Egypt
6,2,42,Egypt
6,2,35,Egypt
8,2,20,Egypt
5,2,35,Egypt
7,2,20,Egypt
6,2,20,Egypt
6,2,50,Egypt
6,2,47,Egypt
7,2,51,Egypt
7,2,26,Egypt
6,2,48,Egypt
6,2,24,Egypt
7,2,21,Egypt
6,1,35,Egypt
6,2,25,Egypt
6,2,25,Egypt
2,2,45,Egypt
6,2,43,Egypt
6,2,30,Egypt
6,1,40,Egypt
6,1,33,Egypt
10,1,34,Egypt
8,1,30,Egypt
6,1,19,Egypt
7,1,35,Egypt
6,1,24,Egypt
10,1,18,Egypt
0,1,18,Egypt
5,1,44,Egypt
5,1,44,Egypt
5,1,41,Egypt
5,1,35,Egypt
6,1,31,Egypt
6,1,20,Egypt
7,1,19,Egypt
8,1,23,Egypt
6,1,20,Egypt
7,1,19,Egypt
7,1,26,Egypt
6,1,30,Egypt
6,1,18,Egypt
8,1,21,Egypt
5,1,21,Egypt
5,1,20,Egypt
6,1,40,Egypt
7,1,28,Egypt
6,1,53,Egypt
9,1,25,Egypt
7,1,38,Egypt
2,1,19,Egypt
5,1,22,Egypt
4,1,19,Egypt
3,1,23,Egypt
5,2,58,Egypt
7,2,48,Egypt
6,2,43,Egypt
5,2,36,Egypt
6,2,58,Egypt
3,2,32,Egypt
6,2,33,Egypt
5,2,24,Egypt
6,2,19,Egypt
6,2,23,Egypt
5,2,20,Egypt
3,2,21,Egypt
5,2,20,Egypt
6,2,19,Egypt
7,2,20,Egypt
7,2,19,Egypt
6,2,48,Egypt
7,2,30,Egypt
6,2,28,Egypt
9,2,36,Egypt
8,2,40,Egypt
8,2,50,Egypt
7,1,46,Egypt
8,2,20,Egypt
8,2,24,Egypt
5,2,46,Egypt
6,1,47,Egypt
6,1,32,Egypt
8,1,24,Egypt
8,1,20,Egypt
8,1,24,Egypt
8,1,50,Egypt
7,1,50,Egypt
7,1,56,Egypt
7,1,38,Egypt
10,1,30,Egypt
10,1,32,Egypt
7,1,30,Egypt
7,1,32,Egypt
6,1,24,Egypt
8,1,24,Egypt
9,1,20,Egypt
6,1,24,Egypt
8,1,36,Egypt
7,1,40,Egypt
7,1,49,Egypt
9,1,30,Egypt
8,1,30,Egypt
7,1,30,Egypt
4,1,39,Egypt
4,1,19,Egypt
5,1,24,Egypt
6,1,21,Egypt
6,1,23,Egypt
5,1,19,Egypt
8,2,29,Egypt
5,2,27,Egypt
5,1,24,Egypt
8,2,40,Egypt
6,1,22,Egypt
7,2,21,Egypt
6,1,19,Egypt
7,2,37,Egypt
8,2,20,Egypt
8,2,32,Egypt
5,2,34,Egypt
7,2,45,Egypt
6,1,36,Egypt
9,2,48,Egypt
7,1,28,Egypt
9,1,41,Egypt
9,2,41,Egypt
9,2,38,Egypt
9,1,42,Egypt
4,2,34,Egypt
7,2,29,Egypt
5,2,55,Egypt
9,1,47,Egypt
8,1,20,Egypt
4,2,32,Egypt
8,2,55,Egypt
10,2,56,Egypt
6,2,24,Egypt
9,1,36,Egypt
6,1,19,Egypt
3,2,35,Egypt
6,2,45,Egypt
7,2,24,Egypt
3,1,40,Egypt
5,1,25,Egypt
6,2,38,Egypt
8,2,25,Egypt
6,1,18,Egypt
10,1,56,Egypt
9,1,20,Egypt
8,2,37,Egypt
8,2,20,Egypt
9,2,48,Egypt
9,2,42,Egypt
8,2,25,Egypt
10,2,20,Egypt
7,2,22,Egypt
8,2,28,Egypt
8,2,32,Egypt
10,2,33,Egypt
9,2,18,Egypt
9,1,21,Egypt
9,2,20,Egypt
8,1,20,Egypt
7,2,20,Egypt
6,2,50,Egypt
6,1,50,Egypt
6,2,52,Egypt
7,1,23,Egypt
8,2,36,Egypt
8,2,35,Egypt
10,2,50,Egypt
7,1,19,Egypt
9,1,39,Egypt
10,2,37,Egypt
6,2,30,Egypt
6,1,47,Egypt
7,2,38,Egypt
6,2,41,Egypt
6,1,27,Egypt
6,1,43,Egypt
6,1,37,Egypt
6,1,21,Egypt
5,2,30,Egypt
2,2,18,Egypt
9,2,28,Egypt
7,2,33,Egypt
8,2,41,Egypt
8,1,28,Egypt
3,1,19,Egypt
7,2,39,Egypt
7,2,24,Egypt
6,2,19,Egypt
6,2,19,Egypt
6,2,27,Egypt
10,1,49,Egypt
8,1,38,Egypt
7,1,37,Egypt
6,2,30,Egypt
6,2,18,Egypt
7,2,20,Egypt
7,2,23,Egypt
5,2,19,Egypt
6,2,33,Egypt
5,2,38,Egypt
4,1,58,Egypt
6,1,55,Egypt
4,1,55,Egypt
7,1,41,Egypt
4,1,19,Egypt
4,1,21,Egypt
4,1,23,Egypt
4,1,24,Egypt
4,1,22,Egypt
2,2,18,Egypt
5,2,18,Egypt
6,2,18,Egypt
7,2,18,Egypt
5,2,35,Egypt
5,2,26,Egypt
6,2,26,Egypt
5,2,23,Egypt
6,2,20,Egypt
6,2,53,Egypt
5,2,41,Egypt
5,2,44,Egypt
6,2,30,Egypt
5,2,43,Egypt
6,2,19,Egypt
5,2,50,Egypt
6,2,22,Egypt
7,2,34,Egypt
6,2,34,Egypt
4,1,56,Egypt
4,2,23,Egypt
5,2,22,Egypt
1,2,21,Egypt
3,2,32,Egypt
3,1,40,Egypt
4,1,52,Egypt
5,1,47,Egypt
6,1,20,Egypt
5,1,30,Egypt
6,1,28,Egypt
5,1,33,Egypt
7,1,33,Egypt
7,1,52,Egypt
7,1,21,Egypt
7,1,33,Egypt
8,1,19,Egypt
9,1,28,Egypt
10,1,20,Egypt
9,1,47,Egypt
9,1,42,Egypt
4,2,21,Egypt
6,1,35,Egypt
6,1,32,Egypt
5,1,44,Egypt
5,2,21,Egypt
8,2,19,Egypt
4,2,21,Egypt
4,2,20,Egypt
8,1,49,Egypt
8,1,51,Egypt
8,1,55,Egypt
7,1,26,Egypt
7,1,29,Egypt
7,1,54,Egypt
2,1,39,Egypt
3,2,19,Egypt
5,2,23,Egypt
6,2,39,Egypt
7,2,40,Egypt
7,1,29,Egypt
6,1,28,Egypt
8,1,36,Egypt
6,1,20,Egypt
6,1,19,Egypt
6,1,21,Egypt
8,1,45,Egypt
8,1,27,Egypt
6,2,54,Egypt
7,2,44,Egypt
6,1,45,Egypt
7,1,48,Egypt
8,1,35,Egypt
7,1,53,Egypt
6,1,33,Egypt
7,1,42,Egypt
5,2,23,Egypt
9,1,29,Egypt
9,1,24,Egypt
6,1,56,Egypt
6,1,24,Egypt
5,1,47,Egypt
5,1,49,Egypt
3,1,27,Egypt
6,2,36,Egypt
7,2,49,Egypt
7,2,52,Egypt
5,2,45,Egypt
5,1,33,Egypt
8,1,37,Egypt
4,1,48,Egypt
6,1,43,Egypt
6,2,20,Egypt
6,2,22,Egypt
8,2,37,Egypt
6,2,27,Egypt
6,2,22,Egypt
3,2,49,Egypt
3,2,47,Egypt
6,2,43,Egypt
8,2,59,Egypt
9,2,34,Egypt
8,2,52,Egypt
9,2,46,Egypt
6,1,45,Egypt
7,1,20,Egypt
6,1,39,Egypt
6,1,37,Egypt
6,2,23,Egypt
7,2,20,Egypt
7,2,30,Egypt
5,2,47,Egypt
7,1,41,Egypt
8,1,49,Egypt
7,1,21,Egypt
6,1,32,Egypt
8,1,42,Egypt
8,1,32,Egypt
4,1,23,Egypt
7,1,21,Egypt
6,1,22,Egypt
4,1,33,Egypt
3,1,50,Egypt
4,1,53,Egypt
2,1,40,Egypt
9,1,33,Egypt
3,1,44,Egypt
2,1,30,Egypt
3,1,30,Egypt
8,1,41,Egypt
8,1,40,Egypt
8,1,24,Egypt
8,1,34,Egypt
7,2,40,Egypt
6,2,38,Egypt
6,2,23,Egypt
3,2,32,Egypt
6,2,33,Egypt
5,2,48,Egypt
2,1,40,Egypt
6,2,23,Egypt
5,2,31,Egypt
8,1,23,Egypt
8,1,30,Egypt
9,1,35,Egypt
8,1,46,Egypt
8,1,42,Egypt
9,1,50,Egypt
8,1,24,Egypt
5,1,30,Egypt
4,1,40,Egypt
4,1,50,Egypt
6,1,50,Egypt
8,1,30,Egypt
7,1,19,Egypt
5,2,35,Egypt
3,2,32,Egypt
7,2,40,Egypt
7,2,20,Egypt
6,2,47,Egypt
5,2,48,Egypt
5,2,19,Egypt
6,2,45,Egypt
5,2,56,Egypt
6,2,38,Egypt
6,2,43,Egypt
8,2,48,Egypt
8,2,49,Egypt
7,2,40,Egypt
9,2,50,Egypt
5,2,58,Egypt
6,2,50,Egypt
9,1,19,Egypt
6,1,37,Egypt
5,1,23,Egypt
6,2,21,Egypt
6,2,29,Egypt
6,2,23,Egypt
6,2,21,Egypt
9,2,35,Egypt
8,2,40,Egypt
9,2,20,Egypt
8,2,30,Egypt
7,2,23,Egypt
5,2,42,Egypt
9,2,42,Egypt
6,2,44,Egypt
5,2,52,Egypt
4,2,39,Egypt
4,2,40,Egypt
5,2,40,Egypt
8,2,37,Egypt
8,2,56,Egypt
7,2,46,Egypt
7,2,25,Egypt
6,2,45,Egypt
7,2,56,Egypt
7,2,50,Egypt
7,1,30,Egypt
9,1,40,Egypt
8,2,19,Egypt
7,1,45,Egypt
3,2,45,Egypt
3,2,34,Egypt
8,1,19,Egypt
3,2,37,Egypt
7,1,52,Egypt
9,1,45,Egypt
8,1,48,Egypt
8,1,21,Egypt
8,1,28,Egypt
7,1,50,Egypt
7,1,48,Egypt
6,1,50,Egypt
8,1,40,Egypt
7,1,26,Egypt
8,1,45,Egypt
6,1,20,Egypt
8,1,32,Egypt
9,1,23,Egypt
9,1,52,Egypt
8,1,26,Egypt
7,1,49,Egypt
7,1,38,Egypt
7,1,44,Egypt
9,1,56,Egypt
8,1,50,Egypt
9,1,45,Egypt
5,1,40,Egypt
5,1,19,Egypt
8,1,57,Egypt
6,1,23,Egypt
7,1,33,Egypt
9,1,19,Egypt
9,1,25,Egypt
8,1,55,Egypt
6,1,54,Egypt
6,1,25,Egypt
7,2,30,Egypt
7,1,20,Egypt
5,2,45,Egypt
8,2,45,Egypt
6,2,45,Egypt
4,2,22,Egypt
6,2,46,Egypt
7,2,31,Egypt
5,2,34,Egypt
7,2,34,Egypt
8,2,40,Egypt
4,2,39,Egypt
6,2,37,Egypt
4,2,49,Egypt
7,2,36,Egypt
6,2,50,Egypt
6,2,27,Egypt
5,2,33,Egypt
3,2,29,Egypt
5,2,24,Egypt
5,2,23,Egypt
4,2,23,Egypt
7,2,24,Egypt
5,2,24,Egypt
8,2,48,Egypt
9,2,24,Egypt
8,2,23,Egypt
7,2,36,Egypt
6,2,35,Egypt
8,2,27,Egypt
8,2,28,Egypt
8,2,27,Egypt
8,2,39,Egypt
3,2,23,Egypt
8,2,22,Egypt
7,2,49,Egypt
6,2,47,Egypt
5,2,49,Egypt
4,2,53,Egypt
3,2,25,Egypt
6,2,36,Egypt
9,2,20,Egypt
5,2,60,Ghana
6,2,22,Ghana
4,2,27,Ghana
6,2,28,Ghana
6,2,21,Ghana
4,1,27,Ghana
4,1,31,Ghana
5,1,55,Ghana
4,1,29,Ghana
6,2,19,Ghana
2,2,59,Ghana
2,2,24,Ghana
3,2,32,Ghana
3,1,23,Ghana
2,1,40,Ghana
2,2,44,Ghana
3,2,79,Ghana
2,2,31,Ghana
3,2,45,Ghana
2,1,30,Ghana
2,1,18,Ghana
2,1,19,Ghana
2,2,70,Ghana
3,1,69,Ghana
3,1,89,Ghana
3,2,80,Ghana
3,1,27,Ghana
4,1,19,Ghana
5,1,24,Ghana
4,2,20,Ghana
5,2,29,Ghana
2,2,46,Ghana
4,1,64,Ghana
4,2,18,Ghana
4,2,28,Ghana
3,2,22,Ghana
4,1,20,Ghana
4,1,31,Ghana
4,2,39,Ghana
4,2,47,Ghana
3,2,46,Ghana
4,1,35,Ghana
5,1,44,Ghana
4,1,65,Ghana
4,2,36,Ghana
4,2,48,Ghana
4,2,38,Ghana
3,2,20,Ghana
3,2,28,Ghana
4,1,34,Ghana
3,1,27,Ghana
4,2,23,Ghana
5,1,18,Ghana
6,2,19,Ghana
4,2,28,Ghana
4,1,28,Ghana
4,1,18,Ghana
6,2,36,Ghana
6,2,38,Ghana
7,2,65,Ghana
6,2,24,Ghana
6,1,40,Ghana
6,2,20,Ghana
6,2,35,Ghana
5,1,21,Ghana
7,1,30,Ghana
5,1,23,Ghana
6,1,42,Ghana
5,2,38,Ghana
7,2,50,Ghana
6,2,45,Ghana
5,1,80,Ghana
4,1,39,Ghana
7,1,78,Ghana
7,2,25,Ghana
7,1,48,Ghana
5,1,41,Ghana
7,2,23,Ghana
7,1,20,Ghana
6,1,76,Ghana
7,1,21,Ghana
7,2,53,Ghana
7,2,29,Ghana
6,2,34,Ghana
6,2,32,Ghana
6,1,29,Ghana
4,2,27,Ghana
6,1,18,Ghana
5,1,42,Ghana
6,2,20,Ghana
6,1,75,Ghana
6,2,27,Ghana
7,1,23,Ghana
5,2,55,Ghana
4,1,18,Ghana
5,1,36,Ghana
6,2,34,Ghana
9,1,53,Ghana
3,2,21,Ghana
2,2,24,Ghana
3,2,30,Ghana
2,1,31,Ghana
4,1,27,Ghana
2,2,28,Ghana
5,2,45,Ghana
3,2,44,Ghana
2,1,24,Ghana
3,2,19,Ghana
3,2,67,Ghana
2,1,32,Ghana
3,1,39,Ghana
6,1,33,Ghana
5,1,55,Ghana
6,2,19,Ghana
6,2,49,Ghana
5,1,32,Ghana
5,2,40,Ghana
6,1,20,Ghana
6,1,19,Ghana
5,1,25,Ghana
5,2,58,Ghana
4,2,32,Ghana
3,1,28,Ghana
5,2,22,Ghana
5,1,69,Ghana
4,1,29,Ghana
5,1,44,Ghana
5,2,55,Ghana
4,2,26,Ghana
5,2,30,Ghana
5,1,39,Ghana
4,1,21,Ghana
4,1,18,Ghana
3,2,18,Ghana
5,1,24,Ghana
5,2,35,Ghana
4,1,52,Ghana
4,1,24,Ghana
4,1,28,Ghana
4,1,18,Ghana
3,1,30,Ghana
3,2,21,Ghana
5,2,26,Ghana
3,2,34,Ghana
3,2,22,Ghana
2,1,66,Ghana
4,1,32,Ghana
5,1,64,Ghana
3,2,40,Ghana
2,2,19,Ghana
3,1,22,Ghana
2,2,37,Ghana
4,2,37,Ghana
5,2,18,Ghana
4,2,21,Ghana
2,1,23,Ghana
3,2,40,Ghana
3,1,20,Ghana
3,2,50,Ghana
3,1,18,Ghana
3,2,19,Ghana
3,2,22,Ghana
3,2,20,Ghana
2,2,54,Ghana
3,2,23,Ghana
3,1,41,Ghana
3,1,18,Ghana
3,1,50,Ghana
5,1,39,Ghana
4,2,60,Ghana
3,2,55,Ghana
3,1,27,Ghana
3,2,34,Ghana
2,2,18,Ghana
6,1,25,Ghana
5,2,24,Ghana
5,1,37,Ghana
0,2,18,Ghana
4,1,20,Ghana
5,1,18,Ghana
5,1,24,Ghana
4,2,98,Ghana
4,2,98,Ghana
5,1,98,Ghana
8,1,98,Ghana
4,1,98,Ghana
6,1,98,Ghana
6,1,98,Ghana
5,2,98,Ghana
5,1,98,Ghana
6,2,30,Ghana
5,2,26,Ghana
5,1,47,Ghana
5,1,25,Ghana
5,2,29,Ghana
5,2,33,Ghana
5,2,25,Ghana
5,1,37,Ghana
5,1,42,Ghana
4,2,41,Ghana
6,2,48,Ghana
6,2,37,Ghana
4,2,54,Ghana
5,2,55,Ghana
1,1,18,Ghana
5,1,18,Ghana
5,1,59,Ghana
4,2,26,Ghana
5,1,35,Ghana
5,2,22,Ghana
4,1,27,Ghana
2,2,40,Ghana
4,2,59,Ghana
5,1,25,Ghana
4,1,24,Ghana
5,1,19,Ghana
4,2,22,Ghana
3,2,72,Ghana
3,1,70,Ghana
4,1,53,Ghana
4,1,71,Ghana
5,2,30,Ghana
5,2,26,Ghana
3,1,20,Ghana
5,1,53,Ghana
4,2,25,Ghana
4,2,21,Ghana
5,2,26,Ghana
4,2,32,Ghana
2,2,52,Ghana
4,2,99,Ghana
5,2,46,Ghana
5,1,31,Ghana
2,1,31,Ghana
6,2,22,Ghana
6,1,42,Ghana
6,2,99,Ghana
4,1,62,Ghana
4,2,28,Ghana
4,1,43,Ghana
3,1,72,Ghana
4,2,72,Ghana
2,1,37,Ghana
3,2,24,Ghana
3,1,52,Ghana
4,1,57,Ghana
4,2,98,Ghana
4,2,51,Ghana
4,2,28,Ghana
4,2,18,Ghana
5,1,20,Ghana
3,2,41,Ghana
3,2,40,Ghana
5,1,30,Ghana
5,1,35,Ghana
3,2,36,Ghana
3,2,30,Ghana
3,1,22,Ghana
3,1,35,Ghana
2,1,22,Ghana
6,2,41,Ghana
5,1,42,Ghana
6,1,70,Ghana
5,2,46,Ghana
4,2,59,Ghana
8,2,52,Ghana
6,2,36,Ghana
7,2,38,Ghana
6,2,50,Ghana
7,1,43,Ghana
2,1,34,Ghana
8,1,45,Ghana
6,1,18,Ghana
3,2,18,Ghana
5,2,26,Ghana
5,2,98,Ghana
3,1,25,Ghana
4,1,30,Ghana
10,2,21,Ghana
8,1,23,Ghana
3,2,29,Ghana
4,1,35,Ghana
5,1,41,Ghana
5,2,20,Ghana
5,1,62,Ghana
7,2,19,Ghana
4,2,22,Ghana
4,1,51,Ghana
6,1,72,Ghana
3,1,22,Ghana
7,2,21,Ghana
5,1,33,Ghana
3,1,60,Ghana
4,1,18,Ghana
0,2,27,Ghana
2,2,34,Ghana
6,2,25,Ghana
5,2,32,Ghana
5,1,23,Ghana
5,2,35,Ghana
5,2,48,Ghana
4,2,30,Ghana
5,1,22,Ghana
5,2,26,Ghana
4,1,55,Ghana
2,1,50,Ghana
0,2,25,Ghana
5,1,35,Ghana
6,1,62,Ghana
4,2,48,Ghana
1,2,55,Ghana
1,2,45,Ghana
1,1,19,Ghana
2,1,42,Ghana
3,1,57,Ghana
3,2,46,Ghana
2,1,46,Ghana
1,1,35,Ghana
1,2,40,Ghana
1,1,18,Ghana
0,1,20,Ghana
1,1,21,Ghana
0,1,23,Ghana
1,2,42,Ghana
0,2,21,Ghana
2,2,35,Ghana
3,2,19,Ghana
3,1,32,Ghana
5,2,72,Ghana
3,1,60,Ghana
9,2,59,Ghana
8,1,72,Ghana
4,1,40,Ghana
6,2,19,Ghana
6,2,20,Ghana
5,1,80,Ghana
7,1,54,Ghana
4,1,19,Ghana
4,2,64,Ghana
6,1,46,Ghana
6,1,35,Ghana
6,1,60,Ghana
5,1,43,Ghana
3,2,40,Ghana
5,1,26,Ghana
4,1,33,Ghana
7,1,99,Ghana
7,2,25,Ghana
4,1,52,Ghana
6,1,55,Ghana
5,2,18,Ghana
3,2,26,Ghana
4,1,46,Ghana
5,2,20,Ghana
3,2,39,Ghana
6,1,18,Ghana
3,1,23,Ghana
5,2,39,Ghana
4,1,38,Ghana
7,2,20,Ghana
7,2,20,Ghana
4,2,37,Ghana
3,1,50,Ghana
4,1,30,Ghana
5,1,43,Ghana
8,2,59,Ghana
5,1,27,Ghana
7,1,23,Ghana
4,2,25,Ghana
7,2,29,Ghana
5,1,35,Ghana
4,2,39,Ghana
5,1,27,Ghana
4,1,39,Ghana
6,2,45,Ghana
3,1,27,Ghana
5,2,41,Ghana
3,1,24,Ghana
5,2,41,Ghana
5,2,79,Ghana
5,1,28,Ghana
1,2,27,Ghana
7,1,61,Ghana
6,1,33,Ghana
6,1,26,Ghana
5,2,30,Ghana
2,2,33,Ghana
7,2,25,Ghana
6,2,34,Ghana
7,1,45,Ghana
7,1,55,Ghana
7,2,29,Ghana
7,2,24,Ghana
5,2,28,Ghana
7,1,28,Ghana
6,1,60,Ghana
7,2,28,Ghana
7,1,20,Ghana
8,2,28,Ghana
6,2,26,Ghana
4,1,49,Ghana
7,1,22,Ghana
7,1,38,Ghana
6,2,42,Ghana
6,1,45,Ghana
7,1,44,Ghana
7,1,28,Ghana
6,2,71,Ghana
6,2,19,Ghana
6,2,39,Ghana
7,2,48,Ghana
7,2,41,Ghana
5,2,49,Ghana
6,1,25,Ghana
4,1,30,Ghana
5,1,18,Ghana
4,1,58,Ghana
5,2,18,Ghana
5,1,20,Ghana
5,1,20,Ghana
5,1,20,Ghana
6,2,43,Ghana
5,1,54,Ghana
5,2,22,Ghana
6,2,33,Ghana
5,2,20,Ghana
5,1,34,Ghana
5,1,38,Ghana
5,1,56,Ghana
6,2,52,Ghana
5,2,25,Ghana
5,1,30,Ghana
6,1,34,Ghana
5,2,27,Ghana
6,2,65,Ghana
6,2,63,Ghana
5,1,29,Ghana
5,2,50,Ghana
5,1,72,Ghana
5,2,38,Ghana
5,1,39,Ghana
6,1,40,Ghana
4,1,49,Ghana
7,2,29,Ghana
6,2,99,Ghana
5,2,31,Ghana
7,1,42,Ghana
6,1,48,Ghana
6,1,42,Ghana
6,2,36,Ghana
4,1,68,Ghana
4,2,35,Ghana
4,2,30,Ghana
3,2,54,Ghana
5,1,66,Ghana
3,2,22,Ghana
4,2,26,Ghana
5,1,49,Ghana
3,2,40,Ghana
5,2,40,Ghana
5,1,67,Ghana
5,1,26,Ghana
5,1,35,Ghana
4,2,40,Ghana
4,2,44,Ghana
4,2,37,Ghana
4,1,34,Ghana
4,2,25,Ghana
5,2,30,Ghana
5,2,42,Ghana
5,1,39,Ghana
5,1,33,Ghana
5,2,27,Ghana
5,2,73,Ghana
4,2,26,Ghana
5,1,35,Ghana
5,1,27,Ghana
4,1,44,Ghana
3,2,31,Ghana
3,2,36,Ghana
4,1,25,Ghana
4,2,28,Ghana
4,1,18,Ghana
4,2,29,Ghana
5,1,83,Ghana
4,2,27,Ghana
4,2,43,Ghana
5,1,34,Ghana
5,1,69,Ghana
5,2,31,Ghana
4,1,19,Ghana
4,1,21,Ghana
3,2,19,Ghana
4,2,30,Ghana
3,2,28,Ghana
4,1,22,Ghana
3,2,23,Ghana
2,1,25,Ghana
2,1,29,Ghana
2,1,21,Ghana
1,1,71,Ghana
3,2,19,Ghana
2,2,19,Ghana
3,1,28,Ghana
3,2,19,Ghana
3,1,27,Ghana
4,1,19,Ghana
3,2,20,Ghana
10,2,20,Ghana
5,1,24,Ghana
2,2,25,Ghana
1,2,20,Ghana
2,1,45,Ghana
2,1,25,Ghana
2,1,30,Ghana
1,2,42,Ghana
1,1,19,Ghana
1,2,41,Ghana
2,2,26,Ghana
4,1,22,Ghana
6,1,32,Ghana
1,2,47,Ghana
2,1,45,Ghana
0,1,61,Ghana
3,1,31,Ghana
1,2,40,Ghana
3,1,45,Ghana
6,1,29,Ghana
3,2,27,Ghana
3,2,45,Ghana
5,2,28,Ghana
4,1,29,Ghana
3,1,35,Ghana
2,2,45,Ghana
4,1,63,Ghana
2,1,39,Ghana
3,1,27,Ghana
2,2,28,Ghana
4,2,30,Ghana
4,1,45,Ghana
3,1,38,Ghana
5,1,30,Ghana
2,1,23,Ghana
6,1,42,Ghana
5,2,35,Ghana
3,1,37,Ghana
5,2,34,Ghana
4,2,30,Ghana
3,1,28,Ghana
5,2,28,Ghana
6,2,29,Ghana
3,2,25,Ghana
6,1,28,Ghana
4,1,32,Ghana
4,2,26,Ghana
3,2,24,Ghana
6,1,24,Ghana
3,1,29,Ghana
3,2,28,Ghana
6,1,38,Ghana
3,1,30,Ghana
4,1,40,Ghana
5,1,47,Ghana
4,2,34,Ghana
3,2,29,Ghana
5,2,30,Ghana
7,2,18,Ghana
3,1,32,Ghana
7,1,35,Ghana
4,1,31,Ghana
3,1,18,Ghana
3,2,27,Ghana
5,2,24,Ghana
5,2,19,Ghana
7,1,19,Ghana
6,1,22,Ghana
6,1,40,Ghana
5,2,20,Ghana
6,1,98,Ghana
4,1,36,Ghana
6,2,34,Ghana
6,2,23,Ghana
3,1,68,Ghana
7,2,27,Ghana
4,2,34,Ghana
5,1,37,Ghana
5,1,46,Ghana
5,1,51,Ghana
2,1,19,Ghana
6,2,19,Ghana
3,2,18,Ghana
3,1,22,Ghana
5,2,30,Ghana
5,1,76,Ghana
3,1,60,Ghana
3,1,39,Ghana
2,1,52,Ghana
3,1,80,Ghana
4,2,50,Ghana
5,2,30,Ghana
6,1,78,Ghana
7,1,61,Ghana
7,1,67,Ghana
5,2,46,Ghana
8,2,50,Ghana
8,2,52,Ghana
9,2,41,Ghana
8,2,30,Ghana
8,2,40,Ghana
6,2,18,Ghana
7,2,36,Ghana
7,2,43,Ghana
9,1,58,Ghana
8,1,18,Ghana
8,2,40,Ghana
7,1,20,Ghana
8,1,50,Ghana
8,1,99,Ghana
6,2,99,Ghana
7,1,63,Ghana
6,1,41,Ghana
6,1,40,Ghana
5,2,34,Ghana
4,2,22,Ghana
4,2,18,Ghana
4,1,28,Ghana
5,1,99,Ghana
5,2,60,Ghana
4,2,37,Ghana
5,2,60,Ghana
6,1,36,Ghana
5,1,19,Ghana
4,2,80,Ghana
5,2,29,Ghana
5,1,70,Ghana
6,1,40,Ghana
5,2,20,Ghana
5,1,32,Ghana
3,1,26,Ghana
3,2,43,Ghana
5,1,40,Ghana
2,2,19,Ghana
5,1,28,Ghana
1,1,22,Ghana
3,1,21,Ghana
5,1,20,Ghana
5,2,35,Ghana
4,2,29,Ghana
7,1,25,Ghana
5,2,39,Ghana
5,2,54,Ghana
6,2,23,Ghana
5,1,23,Ghana
5,1,23,Ghana
2,1,30,Ghana
5,1,27,Ghana
5,1,27,Ghana
7,2,34,Ghana
5,1,41,Ghana
5,1,26,Ghana
5,2,34,Ghana
5,2,31,Ghana
5,2,27,Ghana
5,2,60,Ghana
5,1,26,Ghana
6,2,32,Ghana
6,1,51,Ghana
4,2,22,Ghana
4,2,40,Ghana
6,1,26,Ghana
5,1,18,Ghana
5,1,20,Ghana
3,2,23,Ghana
3,2,30,Ghana
3,2,30,Ghana
3,2,20,Ghana
5,2,19,Ghana
5,1,48,Ghana
2,2,65,Ghana
3,1,26,Ghana
5,2,38,Ghana
4,2,38,Ghana
7,1,28,Ghana
4,1,23,Ghana
5,1,18,Ghana
6,2,26,Ghana
